t,v,w,x,y,theta
923,0.142,0,0.864362881656994,-1.31619627092425,2.65341956072752
923.5,0.142,0,0.797908582258424,-1.28075628172163,2.65119520653489
924,0.142,0,0.730897489496898,-1.2452207006153,2.64907909451868
924.5,0.142,0,0.664205233698133,-1.20995611937507,2.65166381450013
925,0.142,0,0.597360996808868,-1.17429612219129,2.64966949580275
925.5,0.142,0,0.530768127819466,-1.13833743171852,2.65255943465252
926,0.142,0,0.46370297333585,-1.10286368628746,2.64787545849491
926.5,0.142,0,0.396288941402098,-1.06663317670463,2.65353419591014
927,0.142,0,0.329956957264378,-1.03141264708935,2.64579552301027
927.5,0.142,0,0.262628549355847,-0.995015086744621,2.6633973883608
928,0.165,-1.003,0.199389769002237,-0.960387148234001,2.51722658684004
928.5,0.165,-1.003,0.14942372802439,-0.914862323020278,2.21218796977757
929,0.165,-1.003,0.116011433812297,-0.860155649659216,1.91915109815308
929.5,0.165,-1.003,0.102416283914123,-0.794294800973962,1.6264514094106
930,0.165,-1.003,0.105039006072694,-0.728785631162044,1.31383589345409
930.5,0.142,0,0.131399560513798,-0.660163907242974,1.15066301204963
931,0,0,0.154199950412398,-0.608818789619744,1.16015482250127
931.5,0,0,0.154578431919287,-0.608813710118953,1.15139099787874
932,0,0,0.155039954850169,-0.607882262394798,1.15711815447559
932.5,0,0,0.154710788294375,-0.608609350147498,1.15351290497516
933,0,0,0.154985638161784,-0.608122354208299,1.15566766236081
933.5,0,0,0.154805783160704,-0.608525451220882,1.15430935306224
934,0,0,0.154976551172712,-0.608316517557182,1.15547969167227
934.5,0,0,0.154881195564868,-0.608572358153621,1.1543290636789
935,0,0,0.15494362153179,-0.608428351910569,1.15591114669185
935.5,0,0,0.154857633788919,-0.608759562293984,1.15353602377927
936,0,0,0.154982485611941,-0.60840728591436,1.15730513723403
936.5,0,0,0.154803165177043,-0.609050278820679,1.15145868199721
937,0,0,0.155093142338024,-0.608098779185797,1.16001721984987
937.5,0.165,0.902,0.154990844582196,-0.609248777879215,1.15313315709939
938,0.142,0,0.16646380913885,-0.571454088082001,1.36854096587711
938.5,0.142,0,0.178553504491009,-0.496131348227851,1.43457758820227
939,0.165,0.902,0.187738485946251,-0.425138558830953,1.52917409072933
939.5,0.165,0.902,0.18284833612672,-0.357758467071397,1.85315541919497
940,0.142,0,0.154560580865114,-0.293217495560179,2.1078466273135
940.5,0.142,0,0.115279940357135,-0.23003824677867,2.15106891392751
941,0.142,0,0.0757524497837164,-0.165912179981085,2.14092258163466
941.5,0.142,0,0.0355226471188688,-0.103398579940583,2.13876448429636
942,0.142,0,-0.00319495815160135,-0.0399155915477252,2.15557810553911
942.5,0.142,0,-0.0427787405922633,0.0254124450528373,2.16380856357324
943,0.142,0,-0.0831670609893379,0.0866546042709954,2.148375569649
943.5,0.142,0,-0.124676561711501,0.15183780406193,2.12688964712817
944,0.165,0.902,-0.163450499099365,0.211126700011573,2.29448393441661
944.5,0.142,0,-0.212882667801485,0.258260248626235,2.51234081253936
945,0.142,0,-0.274442522251473,0.30444628274393,2.49421824590685
945.5,0.142,0,-0.333730910850641,0.350328829387386,2.49633844207846
946,0.142,0,-0.3955426995933,0.397070147872216,2.48607090203415
946.5,0.142,0,-0.456984500179841,0.444203571951804,2.48422080551857
947,0.142,0,-0.515248519009594,0.49335578524659,2.50895131879611
947.5,0.165,-1.003,-0.571625918599068,0.538990148535428,2.44189870230738
948,0.165,-1.003,-0.613854471473673,0.588419268997466,2.1457507350895
948.5,0.165,-1.003,-0.637868103550181,0.643853308000642,1.83633708805317
949,0.165,-1.003,-0.64838067724398,0.707601522913003,1.50998108203053
949.5,0.165,-1.003,-0.637772859200136,0.778907705380946,1.18950741560338
950,0.165,-1.003,-0.598651907045637,0.829858565874379,0.958279583214239
950.5,0.165,-1.003,-0.534380265746434,0.867989115433893,0.955799950535869
951,0.142,0,-0.471850910743252,0.906470795008754,0.947181860805184
951.5,0.142,0,-0.408216981485513,0.944769822491386,0.945705501657194
952,0.142,0,-0.34528503525592,0.983192548360593,0.939481727399301
952.5,0.142,0,-0.281888181513232,1.02150982621572,0.936223985643284
953,0.142,0,-0.218783374873507,1.05990650507365,0.930959830867831
953.5,0.142,0,-0.155490751965681,1.09823382024292,0.927448113224276
954,0.142,0,-0.09231764222624,1.13660510721854,0.922009246934074
954.5,0.142,0,-0.0290603799377201,1.17495240164668,0.919249720033509
955,0.142,0,0.0341339846166933,1.21332155354524,0.912587167611907
955.5,0.142,0,0.0973662858605703,1.25166473747473,0.911957144317576
956,0.142,0,0.160534068844034,1.29007828002274,0.901790718960189
956.5,0.165,0.902,0.223832415645262,1.32836229099438,0.90668989470112
957,0.165,0.902,0.286369373343479,1.36691321597835,0.887264446782332
957.5,0.165,0.902,0.331274137738894,1.41309664018207,1.05520002871366
958,0.165,0.902,0.358272450297097,1.47293790387658,1.39171584146709
958.5,0.165,0.902,0.361699629464909,1.54022006146499,1.6729870938072
959,0.165,0.902,0.351706393429593,1.60643912095662,1.99875914762071
959.5,0.165,0.902,0.313508695694638,1.66028069662333,2.25333654615558
960,0.142,0,0.258765356160032,1.70728596998362,2.30187430021561
960.5,0.142,0,0.205290041760466,1.7608183995262,2.2873048135352
961,0.142,0,0.150875474570137,1.8131691404044,2.29429391734199
961.5,0.142,0,0.0969273179000933,1.86639900309462,2.29354709310602
962,0.142,0,0.0422240057753212,1.91886429563574,2.29287271098415
962.5,0.142,0,-0.012338298971472,1.97259819253444,2.29130676740213
963,0.142,0,-0.0661877795229199,2.02479748422601,2.293999317252
963.5,0.142,0,-0.119857350147705,2.07735479142673,2.29313063087844
964,0.142,0,-0.174498904517706,2.13094247164962,2.29445837355712
964.5,0.142,0,-0.227776015297567,2.18222789390686,2.29867194819505
965,0.142,0,-0.283211067907737,2.23742465572785,2.31501136698442
965.5,0.142,0,-0.334333554646237,2.30010219204524,2.4256928042524
966,0.165,-1.003,-0.388778995976549,2.35327567596528,2.40054055379153
966.5,0.165,-1.003,-0.42945909667133,2.40349262571861,2.1116032413122
967,0.165,-1.003,-0.452147668024212,2.46439257268129,1.81917671426868
967.5,0.165,-1.003,-0.463179947741094,2.52655814893971,1.44833727240914
968,0.165,-1.003,-0.454919495975655,2.57342569538633,1.14273891388063
968.5,0.165,-1.003,-0.421573075857906,2.63485237748511,0.847796703673584
969,0.142,0,-0.369920307020492,2.68120962957019,0.702556428121664
969.5,0.142,0,-0.311146142302679,2.72198535773789,0.764679555133352
970,0.142,0,-0.252525338441499,2.76484271300286,0.802683348478507
970.5,0.142,0,-0.193767548657341,2.80658003189478,0.856884234837327
971,0.142,0,-0.135104505849335,2.84902324473226,0.900752820140958
971.5,0.142,0,-0.0763724691565113,2.89100596832923,0.951286776765521
972,0.142,0,-0.0176506242148143,2.93325587810422,0.9978065514088
972.5,0.142,0,0.0410080149782895,2.97538200787568,1.04672321355043
973,0.142,0,0.0998192036058657,3.01748606362083,1.09434370807472
973.5,0.142,0,0.158325150131026,3.05977649354768,1.14258519724806
974,0.142,0,0.217318388706145,3.1016905095658,1.19051488629316
974.5,0.142,0,0.275528166258726,3.14423133772666,1.23853787480651
975,0.165,0.902,0.334950587363065,3.18579034984327,1.28628871301609
975.5,0.165,0.902,0.392408831454393,3.22893745946103,1.33447718811209
976,0.165,0.902,0.453545333615047,3.26916886191193,1.38229900611312
976.5,0.142,0,0.496801312025561,3.32248061893306,1.43700750283707
977,0.142,0,0.501675925618304,3.39885156365854,1.45408031043135
977.5,0.142,0,0.505910536585619,3.47401871787079,1.4459933472983
978,0.142,0,0.509118201775025,3.54943024463284,1.43944358915097
978.5,0.142,0,0.513798809854901,3.62320534940436,1.43740875099489
979,0.142,0,0.516944899051793,3.69899411877897,1.43250020447599
979.5,0.142,0,0.519634640293651,3.77444911096033,1.41206479068657
980,0.142,0,0.524948247213215,3.84967866258943,1.43916763449923
980.5,0.165,-1.003,0.530135938619522,3.92247257743534,1.38494253068611
981,0.165,-1.003,0.544106862466938,3.99183602226081,1.08706505387849
981.5,0.165,-1.003,0.578042012263179,4.0533055799715,0.767750726519889
982,0.165,-1.003,0.629120873940043,4.09371194323473,0.537109270468864
982.5,0.165,-1.003,0.69336972656123,4.11756518501117,0.27839415443588
983,0.142,0,0.764255421726121,4.13016371095794,0.157002646147568
983.5,0.142,0,0.83995773308113,4.14131232183307,0.180384840492181
984,0.142,0,0.914638792857893,4.15264112609148,0.168988023527309
984.5,0.142,0,0.989348661782065,4.16474789766715,0.16979795392815
985,0.142,0,1.06471243425206,4.17576113024758,0.166671445715396
985.5,0.142,0,1.13993246907763,4.18692618195756,0.169341566758654
986,0.142,0,1.2151511820797,4.19870515456459,0.16808365026321
986.5,0.142,0,1.28981529620685,4.20966933620048,0.172158079446483
987,0.142,0,1.36456187025868,4.22122529433915,0.17087570804936
987.5,0.142,0,1.4389311274465,4.23140909195271,0.178334324555198
988,0.142,0,1.51230094241274,4.24476203485876,0.14489414194135
988.5,0.142,0,1.58537837973465,4.25761128799827,0.129716646885715
989,0.165,-1.003,1.66268292706686,4.26919986130326,0.115378906593692
989.5,0.165,-1.003,1.72910699677787,4.26827633854426,-0.0415537799792922
990,0.142,0,1.79619784339743,4.24568225523124,-0.0594952605921382
990.5,0.165,0.902,1.85274192881536,4.22348698167609,-0.0398095516843213
991,0.165,0.902,1.93886372528208,4.1950180275297,0.0526454780871344
991.5,0.142,0,2.16115298360943,4.15608570746642,-0.202377207830853
992,0.142,0,2.21012212677946,4.110062460142,2.08762870429754
992.5,0.165,-1.003,2.2844184235371,4.08733986155738,1.92266117274694
993,0.165,-1.003,2.31400773342124,4.03988373779,1.73293379813919
993.5,0.165,-1.003,2.33543099352692,3.9815503366538,1.50076942556813
994,0.165,-1.003,2.32319440848051,3.92044620771855,1.15357693582888
994.5,0.165,-1.003,2.31254700358667,3.85426920388828,1.00588348735847
995,0.165,-1.003,2.27581070136707,3.79276575221912,0.789562277942256
995.5,0.165,-1.003,2.20926567497524,3.7615130405856,0.370167449348994
996,0.142,0,2.14420701112584,3.76333112198198,-0.0917769939043875
996.5,0.142,0,2.09172540993376,3.71992783835145,-0.15858153786799
997,0.165,0.902,2.04717474243036,3.65466151990487,-0.0910080101841366
997.5,0.165,0.902,2.02963229686942,3.57008790637322,0.0785592370017625
998,0.165,0.902,2.05521194441081,3.4731720750748,0.438409390484171
998.5,0.142,0,2.13209062908717,3.36114586881154,1.1461793420115
999,0.142,0,2.1368648852206,3.29050751400538,0.991081335581374
999.5,0.142,0,2.15707608390717,3.2141610904377,1.07018449081919
1000,0.142,0,2.16916036766643,3.14150744662391,1.03756925814671
1000.5,0.142,0,2.18477602548979,3.06654415058729,1.05110364970429
1001,0.142,0,2.19785944027546,2.9912349214134,1.03414382761881
1001.5,0.142,0,2.21370851810813,2.91676052411097,1.04550956070871
1002,0.165,0.902,2.22922565760211,2.84056312975377,1.04805318240139
1002.5,0.165,0.902,2.295809362585,2.77686703501479,1.3045753824208
1003,0.142,0,2.37259277885019,2.72825947982254,1.50789422991262
1003.5,0.142,0,2.42283480443899,2.67355684275116,1.53256820276575
1004,0.142,0,2.44562925691685,2.61900448414488,1.26005678922245
1004.5,0.142,0,2.49181546314781,2.55858328695428,1.24681005626622
1005,0.142,0,2.54258997466788,2.50064371727662,1.27270182584817
1005.5,0.142,0,2.58968032970041,2.44073081069461,1.25955492239846
1006,0.142,0,2.63874839848964,2.38231101298982,1.26995156337152
1006.5,0.142,0,2.68651895679934,2.32344359795764,1.26463593810985
1007,0.142,0,2.73453635003403,2.26561134230019,1.26807875876199
1007.5,0.142,0,2.78246653977264,2.20740760421483,1.26596784575016
1008,0.142,0,2.82927342676044,2.1491746090961,1.2644795141204
1008.5,0.142,0,2.87642369699426,2.09085654341757,1.25953526936754
1009,0.142,0,2.9242526881739,2.03191007121449,1.25787052111118
